3	0.000252
4	0.000372
5	0.000383
6	0.000401
7	0.000412
8	0.000428
9	0.000448
10	0.000468
11	0.000497
12	0.000537
13	0.000578
14	0.000631
15	0.000687
16	0.000756
17	0.000837
18	0.000929
19	0.00105
20	0.001173
21	0.001315
22	0.001478
23	0.001658
24	0.00187
25	0.002097
26	0.002355
27	0.002643
28	0.002959
29	0.003315
30	0.003745
31	0.0042
32	0.004698
33	0.005273
34	0.005876
35	0.006518
36	0.007221
37	0.007734
38	0.008253
39	0.00896
40	0.009627
41	0.010143
42	0.010698
43	0.011289
44	0.011939
45	0.012612
46	0.013319
47	0.014073
48	0.014877
49	0.015735
50	0.016661
51	0.017619
52	0.018635
53	0.019615
54	0.020339
55	0.02114
56	0.021942
57	0.022791
58	0.023693
59	0.024647
60	0.025669
61	0.02672
62	0.027849
63	0.028949
64	0.030049
65	0.031289
66	0.032585
67	0.033912
68	0.03524
69	0.036735
70	0.038255
71	0.039837
72	0.041545
73	0.043231
74	0.045086
75	0.046984
76	0.048955
77	0.050984
78	0.05296
79	0.055064
80	0.057416
81	0.059994
82	0.062468
83	0.065068
84	0.067733
85	0.070408
86	0.073284
87	0.076248
88	0.079352
89	0.082505
90	0.085807
91	0.089155
92	0.092634
93	0.096234
94	0.099945
95	0.103707
96	0.107609
97	0.111705
98	0.115906
99	0.120244
100	0.124696
101	0.12922
102	0.133951
103	0.138859
104	0.143892
105	0.149007
106	0.154012
107	0.159212
108	0.164734
109	0.170268
110	0.175989
111	0.181793
112	0.188062
113	0.194336
114	0.200557
115	0.206991
116	0.213522
117	0.220328
118	0.227128
119	0.234117
120	0.241441
121	0.248707
122	0.256154
123	0.263786
124	0.271604
125	0.279658
126	0.287867
127	0.296305
128	0.304938
129	0.314297
130	0.324078
131	0.334042
132	0.343883
133	0.353533
134	0.363391
135	0.373518
136	0.383814
137	0.394368
138	0.405129
139	0.416386
140	0.428673
141	0.440629
142	0.452654
143	0.46463
144	0.476868
145	0.489354
146	0.502168
147	0.515236
148	0.52894
149	0.542639
150	0.556457
151	0.570633
152	0.585011
153	0.599994
154	0.615026
155	0.630961
156	0.647261
157	0.663205
158	0.67936
159	0.695833
160	0.712597
161	0.730609
162	0.748058
163	0.765911
164	0.784021
165	0.802496
166	0.821298
167	0.840874
168	0.861148
169	0.881071
170	0.901527
171	0.922216
172	0.945109
173	0.96787
174	0.98966
175	1.01197
176	1.03471
177	1.05796
178	1.08131
179	1.10506
180	1.12935
181	1.15406
182	1.17912
183	1.2049
184	1.23175
185	1.25832
186	1.28525
187	1.31255
188	1.34042
189	1.36905
190	1.39788
191	1.42793
192	1.4592
193	1.48967
194	1.52062
195	1.55267
196	1.58537
197	1.61786
198	1.65161
199	1.68575
200	1.71963
201	1.75443
202	1.78976
203	1.82682
204	1.86709
205	1.90524
206	1.94452
207	1.98496
208	2.02553
209	2.06732
210	2.10759
211	2.14762
212	2.18995
213	2.23113
214	2.2744
215	2.31722
216	2.36054
217	2.40571
218	2.45185
219	2.49661
220	2.54175
221	2.58949
222	2.63685
223	2.68501
224	2.7332
225	2.7825
226	2.83302
227	2.88379
228	2.93525
229	2.98891
230	3.04352
231	3.09758
232	3.15903
233	3.21674
234	3.27263
235	3.32868
236	3.38546
237	3.44552
238	3.50446
239	3.56268
240	3.62264
241	3.68193
242	3.74336
243	3.8052
244	3.87082
245	3.93644
246	4.00433
247	4.06997
248	4.13624
249	4.20268
250	4.27027
251	4.33814
252	4.40616
253	4.47675
254	4.54695
255	4.61809
256	4.69172
257	4.76534
258	4.83948
259	4.91445
260	4.99159
261	5.06756
262	5.14469
263	5.2217
264	5.29982
265	5.37906
266	5.46034
267	5.54151
268	5.62321
269	5.70609
270	5.78983
271	5.8753
272	5.96247
273	6.04973
274	6.13716
275	6.22622
276	6.31568
277	6.40617
278	6.50268
279	6.60221
280	6.70091
281	6.80247
282	6.9041
283	7.00674
284	7.10546
285	7.2057
286	7.30685
287	7.40904
288	7.51466
289	7.61833
290	7.72362
291	7.83059
292	7.94045
293	8.0498
294	8.1596
295	8.27204
296	8.39063
297	8.5083
298	8.62302
299	8.74567
