3	0.001274
4	0.001681
5	0.001917
6	0.002094
7	0.00235
8	0.002513
9	0.002747
10	0.003048
11	0.003187
12	0.003339
13	0.003471
14	0.003729
15	0.003987
16	0.00414
17	0.004413
18	0.004674
19	0.004957
20	0.005249
21	0.005552
22	0.005858
23	0.006184
24	0.006521
25	0.006873
26	0.007138
27	0.007538
28	0.007975
29	0.008395
30	0.008867
31	0.00933
32	0.009832
33	0.010373
34	0.010973
35	0.011577
36	0.01219
37	0.012851
38	0.01359
39	0.014404
40	0.01541
41	0.016543
42	0.017967
43	0.019514
44	0.021032
45	0.022437
46	0.024046
47	0.025756
48	0.027826
49	0.029755
50	0.031747
51	0.033854
52	0.036074
53	0.038228
54	0.039999
55	0.041859
56	0.043774
57	0.045584
58	0.047723
59	0.049934
60	0.052179
61	0.054495
62	0.05734
63	0.060048
64	0.062789
65	0.06584
66	0.069097
67	0.072425
68	0.074959
69	0.079033
70	0.082842
71	0.087681
72	0.092428
73	0.097755
74	0.102941
75	0.108521
76	0.11455
77	0.11826
78	0.123969
79	0.129314
80	0.135676
81	0.139243
82	0.145187
83	0.151534
84	0.159257
85	0.166593
86	0.17371
87	0.179478
88	0.185774
89	0.193558
90	0.200781
91	0.207702
92	0.21584
93	0.224568
94	0.234191
95	0.243447
96	0.252043
97	0.260316
98	0.269748
99	0.279109
100	0.288961
101	0.300155
102	0.311246
103	0.323016
104	0.331484
105	0.340885
106	0.352602
107	0.36427
108	0.373196
109	0.381658
110	0.396697
111	0.405635
112	0.422245
113	0.431033
114	0.444812
115	0.454266
116	0.461239
117	0.476013
118	0.493243
119	0.503246
120	0.520673
121	0.543435
122	0.555338
123	0.565026
124	0.573392
125	0.592989
126	0.617123
127	0.633095
128	0.663332
129	0.679546
130	0.695766
131	0.713778
132	0.727511
133	0.750225
134	0.770002
135	0.786908
136	0.811436
137	0.830428
138	0.849221
139	0.883346
140	0.894821
141	0.910776
142	0.938734
143	0.949775
144	0.988467
145	1.0086
146	1.0254
147	1.05749
148	1.09716
149	1.11221
150	1.14095
151	1.17181
152	1.19717
153	1.21623
154	1.23955
155	1.27005
156	1.28925
157	1.31757
158	1.35652
159	1.39058
160	1.42958
161	1.4494
162	1.49081
163	1.53185
164	1.55338
165	1.585
166	1.61562
167	1.65205
168	1.68259
169	1.71684
170	1.75089
171	1.7983
172	1.82438
173	1.85137
174	1.89495
175	1.9475
176	1.99261
177	2.02148
178	2.06577
179	2.08787
180	2.12807
181	2.15037
182	2.18719
183	2.21823
184	2.26428
185	2.29743
186	2.33048
187	2.38228
188	2.41577
189	2.46436
190	2.50441
191	2.55486
192	2.59657
193	2.6405
194	2.70083
195	2.74568
196	2.79583
197	2.84021
198	2.87889
199	2.92551
200	2.96978
201	3.01565
202	3.06959
203	3.11436
204	3.17304
205	3.21053
206	3.27302
207	3.32155
208	3.3852
209	3.43401
210	3.49566
211	3.55863
212	3.61063
213	3.66183
214	3.72463
215	3.77371
216	3.83362
217	3.89019
218	3.95572
219	4.00664
220	4.07195
221	4.13213
222	4.21256
223	4.28222
224	4.35172
225	4.41705
226	4.49109
227	4.54899
228	4.63668
229	4.69703
230	4.77767
231	4.85159
232	4.93251
233	5.01071
234	5.08959
235	5.16721
236	5.23519
237	5.30869
238	5.38528
239	5.46864
240	5.55844
241	5.63979
242	5.71819
243	5.81774
244	5.90129
245	5.96356
246	6.0457
247	6.13222
248	6.24105
249	6.33821
250	6.44877
251	6.53185
252	6.62368
253	6.72771
254	6.82182
255	6.91144
256	7.01911
257	7.11236
258	7.20307
259	7.30928
260	7.42152
261	7.51806
262	7.61076
263	7.7241
264	7.82928
265	7.93166
266	8.04341
267	8.14795
268	8.26608
269	8.37845
270	8.49692
271	8.61485
272	8.71971
273	8.84233
274	8.95654
275	9.05878
276	9.19055
277	9.30225
278	9.40966
279	9.53148
280	9.64974
281	9.78629
282	9.92358
283	10.0624
284	10.2009
285	10.3421
286	10.4694
287	10.6023
288	10.7184
289	10.8579
290	10.9959
291	11.1445
292	11.283
293	11.4211
294	11.5669
295	11.7233
296	11.8697
297	12.0287
298	12.1874
299	12.3468
